id,title,relaxed,excited,loneliness,depression,annoyance,regret,unfairness,fear,stress,worry
1060,잊지 말기로 해,3.41,16.72,21.63,22.01,5.33,22.08,2.33,1.27,3.99,1.22
1061,첫 겨울이니까,3.71,24.35,4.28,6.89,12.44,15.47,1.68,13.68,10.11,7.39
1062,Baby It`s Cold Outside,3.83,18.83,3.34,16.1,19.05,16.03,0.66,15.11,1.69,5.36
1063,아주 NICE,18.79,24.43,5.44,1.87,7.48,8.6,1.73,15.5,5.68,10.47
1064,예쁘다,14.46,21.05,1.71,1.69,4.99,7.83,11.52,20.09,11.99,4.68
1065,울고 싶지 않아,2.6,9.17,6.6,13.7,16.52,21.78,6.19,9.41,12.18,1.84
1066,Q&A,5.57,20,23.36,3.55,14.93,6.8,4.93,3.42,5.69,11.76
1067,터널,3.06,4.5,4.27,22.86,5.98,18.96,6.9,5.07,3.34,25.06
1068,Whale,7.27,25.62,10.63,11.47,15.46,14.95,4.59,3.75,3.27,3
1069,화분,21.57,16.86,11.83,20.37,1.01,5.66,1.6,2.78,14.19,4.14
1070,SKYLINE,17.26,21.43,3.46,21.64,2.05,2.51,0.6,3.72,5.43,21.9
1071,꽃길 (Prod. By 지코(ZICO)),17.99,15.41,13.19,17.22,0.4,16.26,0.77,13.79,2.05,2.92
1072,Oh!,13.17,26.27,8.77,8.67,4.93,13.93,2.22,5.08,4.2,12.75
1073,Run Devil Run,6.35,2.59,14.96,1.3,16.83,17.04,14.73,5.71,19.62,0.88
1074,소원을 말해봐 (Genie),16.36,21.74,2.71,2.21,9.6,10.77,3.68,3.9,16.55,12.48
1075,Baby Baby,2.92,23.26,2.78,3.14,12.03,21.41,18.32,3.43,7.37,5.34
1076,All Night,20.84,22.79,5.13,1.74,22.54,9.41,6.02,6.29,4.81,0.43
1077,Lion Heart,5.7,21.69,12.88,2.04,24.74,6.56,14.79,2.11,5.31,4.18
1078,PARTY,12.21,27.04,6.27,7.87,6.5,12.98,3.48,7.44,3.32,12.89
1079,Mr.Mr.,15.88,11.8,2.28,1.57,11.17,18.86,3.97,8.4,4.12,21.94
1080,Goodbye,10.01,7.39,5.58,8.83,8.49,24.54,3.73,5.79,7.93,17.71
1081,Wait A Minute,17.32,21.63,4.67,1.22,16.94,11.85,1.83,14.21,5.29,15.05
1082,Gee,18.92,26.7,4.38,11.28,4.83,12.05,3.21,4.32,9.38,4.92
1083,다시 만난 세계 (Into The New World),14.37,22.53,2.86,14.2,1.33,2.53,6.17,17.34,11.24,7.43
1084,Beginning,5.23,22.3,1.87,22.22,1.38,14.7,8.98,5.03,8.91,9.37
1085,소녀시대 (Girls` Generation),13.89,20.59,16.3,1.28,4.29,3.59,8.2,20.49,2.42,8.74
1086,Twinkle,1.81,22.61,2.28,12.45,15.04,4.54,19.32,12.71,5.86,3.38
1087,Holler,16.25,22.52,2.57,19.06,2.66,4.42,1.65,2.64,4.84,23.39
1088,아드레날린 (Adrenaline),5.9,24.02,2.17,1.83,3.54,13.25,3.33,9.64,19.94,16.38
1089,Y-shirt (Deep Inside) (Feat. 희도),15.23,21.69,8.91,20.08,2.22,17.07,2.04,1.88,6.81,4.07
1090,제주도의 푸른 밤,20.04,13.35,5.88,8.02,6.98,11.42,1.18,9.84,22.06,1.22
1091,무덤덤 (Prod. by 아르마딜로),1.02,2.98,11.38,19.65,4.67,18.79,13.72,4.43,20.44,2.91
1092,너와 함께 (Prod. by 다비 (DAVII)),7.26,10.83,19.56,1.36,16.07,18.31,2.75,17.7,5.69,0.47
1093,잔다툼 (Prod. by 윤현상),4.69,11.8,17.44,20.63,0.72,18.96,3.69,5.78,2.05,14.24
1094,비가 오면,13.62,4.92,5.49,22.12,2.48,22.04,1.55,12.26,8.89,6.63
1095,까만밤 (Prod. by GroovyRoom & OREO),12.01,18.37,4.63,2.92,8.38,10.57,4.42,18.18,13.93,6.6
1096,틈,23.97,13.64,5.18,8.77,9.1,13.66,3.04,8.79,0.69,13.16
1097,어깨,0.58,8.04,16.84,5.27,2.39,13.56,17.99,12.72,5.95,16.65
1098,착해 빠졌어 (Stupid In Love),16.8,12.59,2.32,8.08,5.28,19.2,10.1,13.45,1.23,10.95
1099,비가와 (Rain),20.61,9.77,8.29,17.47,1.83,20.67,2.88,4,3.76,10.73
1100,썸 (Feat. 릴보이 Of 긱스),18.01,5.86,23.89,0.39,4.3,19.23,10.38,1.7,12.54,3.71
1101,Finale,4.37,7.55,2.79,11.81,9.6,20.43,3.9,14.39,16.09,9.07
1102,가슴아 가슴아,3.19,15.92,3.03,25.08,7.09,21.5,4.19,6.38,8.12,5.5
1103,미친게 아니라구요 (Feat. MC 스나이퍼),4.46,9.59,6.32,28.35,8.12,12.38,4.77,5.98,10.48,9.55
1104,보란듯이 (Feat. 앤덥),1.85,8.42,21.43,12.71,16.68,9.51,19.4,1.2,8.21,0.6
1105,겁 (Feat. 태양),11.88,16.79,22.43,6.31,8.54,5.96,1.59,8.73,14.75,3
1106,니 소식,6.08,5.88,9.3,26.51,8.04,20.69,8.11,4.1,4.78,6.51
1107,Way Back Home,3.87,19.25,16.45,11.21,5.9,22.15,10.13,5.43,1.59,4.03
1108,1+1=0 (Feat. DEAN),0.77,9.2,3.42,12.43,22.62,5.52,22.25,0.64,21.88,1.28
1109,쩔쩔매줘,3.01,14.31,4.61,4.23,4.83,14.49,5.53,2.71,24.97,21.3
1110,오늘 취하면 (Feat. 창모),13.75,2.58,21.43,17.08,0.53,7.21,0.45,10.04,8.64,18.28
1111,Yes No Maybe,4.8,4.68,6.96,8.19,8.5,23.51,6.7,3,11.77,21.89
1112,다 그런거잖아 (Feat. Reddy),13.83,12.09,3.04,4.98,13.05,22.55,4.87,4.09,10.84,10.65
1113,행복한 척,3.67,10.6,15.4,18.13,1.06,18.47,20.74,3.96,7.04,1.94
1114,다른사람을 사랑하고 있어,1.43,12.53,11.41,23.83,1.25,23.62,4.29,4.58,9.97,7.08
1115,HOLIDAY (Feat. DPR LIVE),22.12,13.27,21.35,10.58,4.84,5,2.64,1.81,17.07,1.32
1116,잘자 내 몫까지,1.43,14.16,6.89,23.53,3.71,22.07,5.05,3.2,17.14,2.83
1117,서툰 마음 (Prod. 정키),2.47,14.05,20.56,12.4,1.84,17.64,1.25,12.58,7.4,9.81
1118,Dream,16.35,20.58,2.45,1.83,13.16,8.32,9.99,17.94,8.27,1.1
1119,"걷자, 집앞이야 (Feat. 주예인)",20.61,17.6,3.3,7.38,5.69,9.96,5.7,14.24,3.65,8.87
1120,작은 방 (Feat. 아이유),7.52,14.7,4.51,22.86,5.5,5.45,20.72,12.13,1.58,5.03
1121,"Love or Like (With 휘인 of 마마무, JISIM)",17.96,16.18,14.93,8.05,3.62,3.1,0.91,5.02,10.28,19.96
1122,햇살이 아파 (Feat. 마마무 `휘인` Solo),5.53,23.13,3.5,23.41,5.28,24.21,4.48,1.45,2.13,6.87
1123,바보야 (With 이해리 of 다비치),2.33,5.72,7.12,20.86,8.64,20.28,0.99,7.28,21.61,5.17
1124,Is It Love? (Feat. MOON) (Prod. GXXD),4.62,23.28,2.45,16.92,6.75,9.46,3.13,10.86,13.95,8.58
1125,Fly Away,24.09,19.96,2.65,7.53,2.12,19.4,5.68,5.69,5.38,7.49
1126,I Remember You (Feat. Zion.T),18.15,13.3,10.43,21.07,1.18,21.72,2.09,1.93,5.63,4.5
1127,나팔바지,3.14,22.67,3.29,14.64,20.26,11.4,7.16,2.81,13.11,1.52
1128,DADDY (Feat. CL of 2NE1),13.31,25.62,2.7,2.68,9.03,11.94,3.66,1.96,7.22,21.87
1129,I LUV IT,2.69,24.79,5.46,4.48,24.34,17.33,2.77,2.73,9.37,6.03
1130,New Face,4.07,22.59,7.18,3.33,24.85,17.34,6.1,7.03,5.59,1.93
1131,마지막 장면 (Feat. 이성경),3.67,5.23,25.14,21.28,8.44,18.82,6.77,3.1,3.83,3.71
1132,예술이야,14.91,19.89,0.96,0.83,10.06,17.42,8.43,3.15,10.54,13.79
1133,그 여름을 틀어줘,21.43,22.21,4.16,14.7,0.73,21.15,3.61,1.07,2.61,8.34
1134,다시 여기 바닷가,9.3,26.78,8.6,12.92,4.27,14.54,3.42,5.14,8.47,6.56
1135,Midnight Circus,9.25,21.58,6.72,11.79,1.48,7.42,3.51,1.34,23.38,13.53
1136,베짱이 찬가,2.73,7.07,3.03,9.04,7.47,5.23,12.37,3.11,27.36,22.6
1137,기도,1.81,7.61,20.6,6.2,2.38,12.92,12.44,11.26,0.55,15.22
1138,나혼자 (Alone),14.67,14.12,18.8,8.3,10.74,17.59,1.9,3.66,4.78,5.44
1139,No Mercy,3.44,9.57,1.62,1.72,21,18.13,11.6,3,12.13,17.78
1140,Lead Me,12.68,10.85,8.09,13.54,2.17,15.44,4.66,8.43,5.45,18.69
1141,Give It To Me,19.9,12.32,21.04,12.34,0.91,7.7,0.7,2.83,17.68,4.58
1142,넌 너무 야해 (Feat. 긱스),22.6,19.93,7.16,10.51,1.59,12.15,1.29,8.11,12.43,4.23
1143,바빠 (Bad Boy),15.25,16.49,3.82,0.9,20.7,1.77,5.34,2.42,15.14,18.18
1144,Summer Time,16.47,23.71,3.51,11.76,13.91,1.78,5.8,12.03,9.04,1.98
1145,일주일 (A Week),6.71,22.57,13.76,8.94,2.01,22.11,4.13,3.22,3.84,12.71
1146,Crying,1.92,7.81,10.01,24.64,4.04,23.71,7.19,1.62,13.93,5.13
1147,Hot Place (Feat. Brave Sound),14.94,21.62,2.51,8.01,3.77,6.19,2.48,19.72,3.98,16.77
1148,LONELY,21.32,3.64,25.26,10.85,2.16,21.59,2.6,3.37,2.31,6.91
1149,Push Push (푸시 푸시),17.33,27.73,7.1,6.11,6.01,7.88,4.17,10.23,6.04,7.42
1150,SHAKE IT,12.31,21.26,0.61,0.69,21.02,5.71,6.23,7.57,3.68,20.93
1151,애처럼 굴지마 (Feat. 기리보이),4.29,3.63,3.53,17.4,22.75,2.62,3.12,4.2,22.59,15.85
1152,나쁜놈 (Feat. 매드클라운),3.63,6.95,8.38,24.54,2.33,24.71,8,2.01,15.56,3.89
1153,GO UP,2.99,24.3,12.7,11.63,8.46,10.09,1.73,7.55,13.48,7.07
1154,So Cool (쏘쿨),18.17,20.99,2.96,7.18,1.06,3.49,7.31,9.51,12.51,16.81
1155,I Swear,23.78,13.23,6.2,12.47,11.91,7.26,3.5,2.49,7.78,11.37
1156,Hold On Tight,24.1,20.76,6.9,4.86,3.87,4.31,12.7,1.7,8.39,12.4
1157,Loving U (러빙유),11.19,21.32,7.03,3.59,5.21,9.21,4.28,1.66,16.08,11.44
1158,Holiday (홀리데이),21.66,27.41,7.29,7.22,1.77,13.22,0.73,3.79,4.43,12.47
1159,가식걸,22.24,22.68,1.41,3.68,2.91,12.51,2.84,21.82,2.54,7.37
1160,Over,3.93,10.8,0.67,0.52,26.95,1.48,8.76,8.38,19.74,18.77
1161,I Like That,16.56,7.71,6.63,15.36,1.96,22,3.81,4.32,18.29,3.37
1162,이불 덮고 들어,1.26,1.64,16.42,21.55,12.71,20.8,6.33,2.48,15.84,0.98
1163,Ma Boy (마보이),6.65,24.27,2.79,23.59,3.4,5.27,4.34,14.47,2.89,12.33
1164,있다 없으니까,1.47,10.46,15.04,24.46,5.38,15.3,14.68,1.04,10.6,1.57
1165,쉬어 (Feat. MINO) (Prod. 그레이 (GRAY)),3.37,24.98,5.23,5.65,26,3.83,16.43,4.96,5.56,3.99
1166,너무너무너무,5.38,26.59,6.23,6.03,10.26,9.39,6.31,4.16,11.02,14.62
1167,소나기,8.79,5.5,21.03,26.45,1.06,19.14,0.93,10.05,6.38,0.67
1168,Celebrity,1.74,21.05,5.53,9.41,31.5,9.03,23.24,3.66,21.97,1.22
1169,Twenty three (Bonus Track),14.45,22.86,1.67,8.62,1.31,14.29,6.59,7.45,5.63,17.13
1170,새 신발,17.12,25.68,4.1,2.74,17.96,2.7,5.52,7.16,12.12,4.89
1171,Zeze,17.92,13.65,1.7,0.85,17.7,2.63,17.49,15.82,6.46,5.79
1172,스물셋,27.45,18.17,1.13,1.27,10.84,5.17,17.81,10.13,1.53,6.49
1173,푸르던,24.18,16.9,10.76,6.32,3.07,11.88,14.25,6.75,4.46,1.42
1174,Red Queen (Feat. Zion.T),1.3,2.42,5.55,15.9,15.69,12.06,24,3.65,10.56,8.85
1175,무릎,9.96,9.61,2.45,17.94,3.15,10.15,1.86,4.67,21.51,18.69
1176,안경,2.91,18.11,1.7,6.45,21.02,16.22,1.97,19.66,6.27,5.7
1177,있잖아 (Rock Ver.),18.02,23.97,6.45,7.47,4.87,9.9,4.24,9.04,5.45,10.6
1178,Into the I-LAND,7.46,22.74,21.43,7.92,6.25,21.26,1.14,3.22,5.29,3.28
1179,빈 컵 (Empty Cup),4.18,6.55,21.04,24.31,4.66,2.89,8.3,4.11,14.95,9.01
1180,아이와 나의 바다,3.08,13.62,2.54,24.03,11.7,7.9,3.86,6.8,8.11,18.37
1181,어푸 (Ah puh),7.71,22.61,2.91,9.57,2.67,21.22,0.92,4.69,9.08,18.62
1182,에필로그,24.85,25,5.3,16.12,1.28,14.79,1.14,4.27,3.38,3.86
1183,비밀,18.72,18.29,2.62,12.94,0.68,9.72,5.04,16.95,1.73,13.31
1184,별을 찾는 아이 (Feat. 김광진),16.46,15.84,18.11,6.49,0.36,2.05,2.29,8.12,13.77,16.52
1185,너랑 나,4.97,22.97,15.97,8.4,3.2,5.29,6.1,13.82,12.39,6.9
1186,Love poem,8.57,1.19,4.1,21.4,1.12,21.87,2.38,4.4,12.68,22.29
1187,unlucky,20.87,10.12,4.29,0.65,9.16,8.5,19.97,11.35,1.24,13.85
1188,그 사람,5.07,6.13,10.79,9.98,5.54,24.66,5.62,6.57,18.64,7
1189,Blueming,16.57,21.3,13.59,1.9,3.21,1.57,9.54,21.92,8,2.38
1190,시간의 바깥,11.79,20.73,19.71,7.81,1.75,11.96,0.62,3.49,2.5,19.64
1191,자장가,6.37,0.77,20.21,14,5.12,16.94,10.48,1.57,4.48,20.05
1192,을의 연애 (With 박주원),10.1,18.83,5.69,1.2,22.78,2.67,8.04,22.16,3.86,4.66
1193,누구나 비밀은 있다 (Feat. 가인),7.53,7.62,25.26,6.95,6.04,5.67,10.19,17.83,10.14,2.78
1194,입술 사이 (50cm),23.12,7.02,1.07,5.35,5.35,20,3.63,2.78,8.38,23.28
1195,분홍신,8.96,21.68,19.6,9.97,0.84,18.55,13.28,2.02,4.09,1.02
1196,Modern Times,4.27,23.39,2.71,2.96,12.88,15.52,19.11,2.7,10.86,5.58
1197,싫은 날,7.36,1.62,26.74,12.73,1.21,4.62,7.14,15.84,0.81,21.93
1198,Obliviate,3.51,10.64,6.66,27.38,4.11,11.97,19.97,5.4,5.84,4.52
1199,아이야 나랑 걷자 (Feat. 최백호),21.32,0.55,10.5,18.13,7.91,8.48,3,10.79,6.06,13.25
1200,Havana,9.57,19.92,8.3,1.14,13.69,15.23,6.12,12.06,8.94,5.04
1201,우울시계 (Feat. 종현 Of SHINee),2.32,1.35,10.52,19.81,15.97,8.64,0.48,2.26,19.01,19.64
1202,한낮의 꿈 (Feat. 양희은),2.37,3.86,21.2,24.46,3.58,17.22,3.13,2.84,14.86,6.49
1203,(Bonus Track) Voice Mail (Korean Ver.),5.28,2.82,22.08,19.4,2.34,20.12,9.4,6.17,2.69,9.69
1204,금요일에 만나요 (Feat. 장이정 Of HISTORY),11.58,27.38,3.76,8.25,9.12,8.21,10.58,3.49,9.05,8.58
1205,크레파스 (드라마 `예쁜 남자` 삽입곡),22.45,22.05,1.45,15.37,1.25,9.27,3.73,2.35,20.28,1.8
1206,이 지금,4.68,24.9,19.31,9.46,12.38,13.1,1.85,4.93,6.23,3.15
1207,팔레트 (Feat. G-DRAGON),4.59,11.81,5.61,5.09,27.07,4.95,12.12,8.55,11.06,9.15
1208,이런 엔딩,11.98,21.31,2.72,22.43,1.99,22.46,1.42,5.93,1.76,8
1209,잼잼,7.5,12.16,4.48,16.9,1.28,1.55,10.7,2.44,21.07,21.91
1210,Black Out,18.33,27.61,9.49,4.61,4.53,6.53,12.08,5.84,5.05,5.94
1211,마침표,21.16,9.97,5.57,6.82,3.66,22.33,4.7,10.29,12.28,3.23
1212,그렇게 사랑은,2.96,9.54,5.73,21.32,2.3,23.32,8.89,5.65,14.09,6.2
1213,이름에게,7.34,12.94,6.26,18.51,6.05,11.84,3.83,5.82,3.22,24.18
1214,좋은 날,3,14.33,21.26,21.89,2.76,19.13,12.47,0.86,3.79,0.52
1215,첫 이별 그날 밤,3.32,12.92,8.53,28.57,10.4,6.56,10.43,5.74,7.63,5.9
1216,혼자 있는 방,9.24,15.35,7.95,16.71,0.34,19.32,0.99,9.55,2.25,18.29
1217,나만 몰랐던 이야기,7.41,14.81,6.25,24.74,2.76,23.09,9.66,3.53,4.2,3.54
1218,잔혹동화,17.61,19.81,3.76,18.04,0.56,20.52,1.19,9.62,2.09,6.8
1219,가을 아침,26.79,14.77,10.7,2.68,5.43,10.04,2.6,10.62,4.92,11.46
1220,나의 옛날이야기,10.43,25.57,5.59,26.25,7.93,9.1,5.74,2.85,4.14,2.39
1221,꽃,9.76,7,23.89,24.24,2.92,17.2,2.19,2.51,8.27,2.02
1222,삐에로는 우릴 보고 웃지,1.68,18.2,1.01,23.48,8.3,12.79,3.86,3.68,23.61,3.38
1223,사랑이 지나가면,1.94,5.82,11.76,27.68,10.28,14.69,7.39,4.87,9.27,6.3
1224,너의 의미 (Feat. 김창완),24.67,11.95,8.87,5.49,2.18,19.48,13.73,4.45,1.56,7.61
1225,여름밤의 꿈,5.23,21.06,12.11,23.88,2.92,23.39,4.93,1.34,2.93,2.22
1226,비밀의 화원,26.07,25.36,7.24,8.77,6.39,7.25,1.79,5.11,10.14,1.89
1227,잠 못드는 밤 비는 내리고,3.39,5.33,19.19,22.68,0.83,22.85,2.36,9.04,5.84,8.49
1228,어젯밤 이야기,1.16,5.92,15.37,21.24,20.53,16.79,3.23,0.79,13.91,1.06
1229,개여울,20.76,8.17,18.88,6.53,3.27,19.93,1.33,1.56,16.12,3.45
1230,매일 그대와,25.81,25.77,3.91,10.69,3.57,1.8,2.32,8.38,11.81,5.93
1231,마음,21.75,18.07,8.26,19.71,6.37,16.72,4.31,1.15,2.25,1.4
1232,밤편지,22.63,22.61,12.87,7.9,2.35,13.76,0.88,2.76,3.16,11.07
1233,마음을 드려요,9.58,23.25,4.25,9.16,1.81,21.61,7.96,14.44,3.56,4.4
1234,사랑이 잘 (With 오혁),3.53,5.25,22.02,1.69,3.73,22.01,15.35,6.02,16.39,4.02
1235,소격동,19.19,23.94,3.77,21.16,4.71,17.13,2.27,2.59,3,2.26
1236,복숭아,24.56,13.48,8.01,4.63,2.17,3.44,17.68,2.76,20.47,2.79
1237,하루 끝,24.6,18.21,3.43,5.91,7.55,20.66,2.65,2.29,11.42,3.29
1238,그 애 참 싫다,4.05,7.37,24.29,20.98,5.56,23.88,5.81,1.53,3.21,3.34
1239,에잇(Prod.&Feat. SUGA of BTS),3.54,3.39,21.44,22.49,1.6,20.8,8.41,8.36,8.91,1.07
1240,Rain Drop,7.46,10.25,17.95,23.76,1.9,23.96,4.23,4.14,4.96,1.39
1241,드라마,8.54,15.75,7.86,12.93,9.5,15.5,20.13,4.3,2.83,2.64
1242,정거장,4.6,1.19,24.01,19.48,1.21,19.46,20.53,4.08,0.89,4.54
1243,겨울잠,8.87,2.65,18.7,7.46,4.07,11.8,1.39,20.34,2.34,22.39
1244,너,0.8,2.06,21.25,17.59,6.68,16.74,8.58,6.17,17.98,2.16
1245,러브레터,10.71,25.79,5.14,15.71,4.86,19.97,4.63,5.54,4.06,3.58
1246,내 손을 잡아,5.77,8.09,1.55,3.38,22.84,17.93,5.36,9.33,22.16,3.59
1247,strawberry moon,11.53,22.53,6.8,3.46,4.78,7.9,1.04,19.43,2.04,20.47
1248,삐삐,10.69,9.7,1.79,5.28,13.77,5.31,6.17,19.7,23.58,4
1249,다리꼬지마,4.62,15.93,3.56,2.64,24.78,15.18,18.36,5.51,5.26,4.17
1250,매력있어,3.11,25.72,13.4,7.3,6.73,9.14,4.31,12.05,13.13,5.11
1251,Officially Missing You,0.75,3.58,19.11,21.5,2.13,14,2.99,18.25,7.17,10.5
1252,외국인의 고백,3.92,25.95,6.41,12.8,19.18,13.05,5.74,3.07,5.62,4.26
1253,사랑은 은하수 다방에서,3.05,20.58,20.8,13.35,2.94,5.43,0.89,8.99,3.66,20.3
1254,Crescendo (크레셴도),23.2,23.08,1.42,6.67,1.22,8.48,12.39,5.03,9.55,8.95
1255,라면인건가,19.57,7.62,2.05,10.09,3.18,20.14,5.44,6.59,9.12,16.21
1256,DINOSAUR,18.97,7.71,7.47,16.79,3.87,0.66,4.54,19.41,3.79,16.78
1257,MY DARLING,11.68,25.31,6.06,20.79,4.05,14.91,3.24,2.71,4.12,7.14
1258,I Love You,8.62,22.11,1.23,2.96,21.31,4.05,13.89,6.96,14.71,4.15
1259,Be With You,12.24,21.44,6.15,24,1.28,6.17,3.23,9.37,4.21,11.91
1260,RE-BYE,19.32,12.57,6.73,14.56,2.15,18.6,0.87,0.66,8.22,16.32
1261,사람들이 움직이는 게,13.35,23.56,9.76,4.82,13.74,6.12,7.3,1.69,18.5,1.16
1262,새삼스럽게 왜,26.08,20.6,2.24,12.4,0.77,8.02,7.04,5.04,12.24,5.57
1263,초록창가,11.13,21.19,1.38,1.01,14.66,8.66,1.3,8.06,11.13,21.47
1264,사소한 것에서,21.04,13.33,3.14,2.11,2.27,8.96,10.23,19.28,18.9,0.73
1265,주변인,3.31,4.54,6.8,19.49,11.83,24.34,9.6,3.85,11.85,4.4
1266,생방송,26.17,26.24,5.55,8.61,2.04,8.58,1.33,11.11,7.11,3.26
1267,리얼리티,14.27,19.63,2.28,8.18,3.94,3.3,5.09,18.57,23.16,1.58
1268,오랜 날 오랜 밤,21.31,22.57,4.21,14.14,3.66,22.57,2.37,3.36,1.8,4.01
1269,못생긴 척,1.2,10.98,14.67,4.09,23.45,9.05,11.19,3.15,20.65,1.57
1270,CHOCOLADY,15.65,24.77,2.79,4.73,9.57,19.62,2.64,8.87,4.9,6.47
1271,YOU KNOW ME,7.52,4.85,1.55,21.04,2.6,15.06,4.44,19.94,18.38,4.62
1272,집에 돌아오는 길,5.91,14.73,4.16,12.53,16.65,23.82,8.34,4.77,3.05,6.04
1273,그때 그 아이들은,3.99,6.75,3.45,19.86,4.59,15.07,5.79,15.15,3.79,21.57
1274,시간과 낙엽,13.13,8.62,23.85,17.16,2.58,23.64,3.67,3.11,2.08,2.15
1275,Give Love,1.66,19.71,10.93,18.92,22.72,6.99,6.64,1.61,9.35,1.46
1276,200%,17.11,21.07,0.74,1.5,12.97,7.05,6.56,0.91,18.63,13.47
1277,얼음들,4.56,18.04,10.86,25.05,2.14,19.1,3.62,2.38,8.27,5.99
1278,지하철에서,7.47,24.25,13.08,1.74,24.16,8.17,3.4,12.37,3.13,2.22
1279,가르마,10.79,27.35,8.11,5.76,16.79,8.2,3.65,8.21,6.48,4.65
1280,인공잔디,10.06,18.1,1.6,16.39,18.43,9.59,7.19,0.96,16.66,1.03
1281,안녕,6.31,3.56,23.51,7.15,14.9,16.96,5.3,3.79,14.4,4.15
1282,작은별,18.78,16.88,2.31,0.31,15.89,5.02,12.98,15.32,9.67,2.84
1283,길이나,11.79,8.32,6.1,1.08,19.84,4.59,12.02,16.74,2.8,16.72
1284,소재,19.41,22.91,9.23,1.65,2.67,9.96,5.16,6.1,20.76,2.15
1285,Galaxy,17.02,24.58,14.07,4.28,5.05,7.07,2.3,11.85,3.16,10.61
1286,촌스럽게 굴지마 (Feat. 용준형),1.79,5.89,23.86,25.89,9.71,12.19,10.24,1.88,6.43,2.12
1287,365일,11.07,4.31,11,3.93,10.5,7.04,11.93,12.83,23.49,3.9
1288,펑펑,1.65,3.55,3.76,24.28,14.45,24.07,4.87,8.83,4.84,9.71
1289,지우개,3.52,6.83,3.31,28.3,6.63,6.57,6.64,7.48,28.08,2.63
1290,Bang!,12.71,21.86,2.9,2.95,18.69,6.84,1.27,13.07,1.09,18.64
1291,Diva,25.79,25.46,1.54,5.73,2.75,3.75,3,11.71,13.26,7.02
1292,AH,5.21,26.47,7.46,4.76,26.49,12.49,4.52,5.06,3.64,3.9
1293,Shampoo,1.68,2.83,1.33,5.95,19.56,21.48,10.47,12.38,21.94,2.38
1294,너 때문에,2.01,5.87,24.39,25.34,3.27,23.68,3.84,3.55,5.55,2.51
1295,사랑은 다 그런거래요,6.36,10.21,8.81,27.49,3.87,14.53,6.22,4.62,13.27,4.63
1296,"엄마가 딸에게 (Feat. Tymee, 김규리)",0.37,1.04,14.31,18.63,16.26,18.97,10.58,0.49,18.26,1.08
1297,나무,3.63,14.79,20.24,16.35,7.7,15.09,0.89,1.6,17.2,2.51
1298,위로,2.53,16.81,9.24,25.89,9.81,18.41,3.44,2.66,5.1,6.11
1299,Get (Feat. Beenzino),2.29,2.68,1.11,8.5,23.49,11.05,15.74,4.04,23.14,7.95
1300,Moai,1.32,22.01,10.25,9.97,20.61,17.63,4.34,1.73,10.85,1.27
1301,"그때의 나, 그때의 우리",10.43,16.15,9.12,23.89,6.12,24.02,2.41,2.49,2.58,2.8
1302,소원,1.05,1.03,20.74,13.62,2.51,10.79,20.7,14.11,3.39,12.07
1303,목요일 밤 (Feat. 빈지노),12.97,22.92,3.31,2.95,14.21,16.69,2.98,1.79,2.2,19.98
1304,서울 밤 (feat. 빈지노),21.46,20.94,6.52,1.26,17.96,15.99,1.5,1.81,11.72,0.82
1305,널 사랑하지 않아,2.71,9.73,8.13,28.36,9.32,11.63,8.73,6.23,7.16,8
1306,혼자,5.56,21.03,4.51,7.93,10.37,9.44,11.59,2.84,25.06,1.67
1307,"묘해, 너와",10.96,23.5,22.45,2.97,7.34,11.23,1.76,7.88,6.99,4.91
1308,이쁘다니까,6.07,17.35,1.12,2.81,21.58,14.88,1.4,3.76,12.77,18.26
1309,너 사용법,10.46,20.38,0.9,7.86,2.87,19.25,2.83,20.63,9.77,5.03
1310,천국의 문 (Heaven`s Door),19.38,25.34,10.57,4.68,1.41,16.28,7.39,5.74,4.72,4.49
1311,DREAM (Feat. 박지민 Of 15&),2,23.16,9.41,26.01,7.84,5.28,5.11,2.94,14.65,3.61
1312,Interview,14.14,25.87,5.46,6.25,4.89,18.55,4.46,8.83,8.1,3.47
1313,Good For You,22.7,22.42,0.56,11.03,3.99,11,2.51,1.82,5.62,18.35
1314,Stop The Rain,5.13,14.89,7.55,27.67,6.41,14.4,7,5.21,7.05,4.69
1315,No Comment,14.85,15.23,2.5,23.37,2.83,20.45,6.58,6.99,3.75,3.44
1316,Good For You (International Ver.),1.88,2.72,3.86,1.49,5.93,19.6,14.53,16.04,21.19,12.74
1317,녹여줘,3.75,24.1,6.43,18.7,2.38,23.12,4.12,6.33,5.77,5.31
1318,못참겠어 (Feat. 로꼬),5.38,23.53,17.66,6.09,1.25,17.1,1.28,15.35,3.33,9.04
1319,우우 (Ooh Ooh) (Feat. 호야 Of 인피니트),4.49,23.34,8.34,1.83,21.32,5.67,1.7,18.36,4.59,10.36
1320,소나기,11.21,8.38,18.23,9.91,4.13,22.01,1.52,15.77,3.93,4.91
1321,Congratulations (Feat. Marc E. Bassy),18.35,24.56,3.95,9.7,3.27,13.62,1.6,12.2,2.12,10.63
1322,솔직히 (Honestly…),9.63,20.29,4.72,1.94,18.01,5.78,9.18,21.09,8.41,0.95
1323,Potion (Feat. Woodie Gochild),9,7.07,2.37,5.25,3,14.86,1.76,13.36,21.25,22.09
1324,Miss You,14.5,10.92,3.45,6.52,16.75,22.38,2.26,2.4,8.03,12.8
